MSU	Gene description	LFC	FDR	RAP
LOC_Os06g38190	expressed protein	1.550125927	0.00724027	NA
LOC_Os06g38340	receptor-like protein kinase precursor, putative, expressed	2.100763274	1.68e-16	Os06g0581500
LOC_Os06g38350	expressed protein	2.441547245	3.31e-18	Os06g0581701
LOC_Os06g38450	vignain precursor, putative, expressed	9.965997819	2.15e-68	Os06g0582600
LOC_Os06g38640	receptor-like protein kinase precursor, putative, expressed	2.493155648	2.82e-16	NA
LOC_Os06g38650	receptor-like protein kinase precursor, putative, expressed	1.909443216	0.002638845	Os06g0585982
LOC_Os06g38660	expressed protein	1.741223894	4.84e-13	Os06g0586000
LOC_Os06g38730	receptor-like protein kinase precursor, putative, expressed	2.952749184	3.32e-18	Os06g0587000
LOC_Os06g38750	proline-rich family protein, putative, expressed	0.643266148	5.10687e-4	Os06g0587100
LOC_Os06g38764	expressed protein	2.633370607	6.82e-17	NA
LOC_Os06g38780	receptor-like protein kinase 2 precursor, putative, expressed	1.362396773	3.10744e-4	NA
LOC_Os06g38830	receptor-like protein kinase precursor, putative, expressed	3.555236694	4.04e-9	Os06g0587900
LOC_Os06g38870	expressed protein	7.011323696	0.001277593	NA
LOC_Os06g38970	expressed protein	0.742924072	4.05e-5	Os06g0589600
LOC_Os06g38980	polyadenylate-binding protein, putative, expressed	1.908199778	2.56e-6	Os06g0589700
LOC_Os06g39120	expressed protein	0.674768377	0.002670472	Os06g0591400
LOC_Os06g39260	solute carrier family 35 member B1, putative, expressed	0.678616826	3.93894e-4	Os06g0593100
LOC_Os06g39270	UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed	2.888931339	2.51e-12	Os06g0593200
LOC_Os06g39370	OsFBK16 - F-box domain and kelch repeat containing protein, expressed	1.878714156	6.52243e-4	Os06g0594400
LOC_Os06g39520	myristoyl-acyl carrier protein thioesterase, chloroplast precursor, putative, expressed	0.638538788	0.008839357	Os06g0596300
LOC_Os06g39708	photosystem II P680 chlorophyll A apoprotein, putative, expressed	1.223269071	6.43297e-4	NA
LOC_Os06g39900	agenet domain containing protein, putative, expressed	-0.615294075	9.55919e-4	Os06g0600700
LOC_Os06g39970	CESA11 - cellulose synthase, expressed	7.369288213	2.42e-30	Os06g0601600
LOC_Os06g40070	NADP-dependent oxidoreductase, putative, expressed	3.348509507	8.85e-50	Os06g0602900
LOC_Os06g40120	SPX domain containing protein, putative, expressed	-0.743307523	0.001910522	Os06g0603600
LOC_Os06g40170	phospholipase D, putative, expressed	2.591979498	2.05e-21	Os06g0604200
LOC_Os06g40180	phospholipase D, putative, expressed	2.209558905	7.14e-20	Os06g0604300
LOC_Os06g40360	OsFBL30 - F-box domain and LRR containing protein, expressed	-0.649401933	0.013192107	Os06g0605900
LOC_Os06g40440	expressed protein	-1.906221619	1.44e-16	Os06g0606700
LOC_Os06g40500	expressed protein	0.783141462	0.024689268	Os06g0607100
LOC_Os06g40570	GRAM and C2 domains containing protein, putative, expressed	1.504012785	3.26e-5	Os06g0607900
LOC_Os06g40640	fructose-bisphospate aldolase isozyme, putative, expressed	-1.022904101	2.09345e-4	Os06g0608700
LOC_Os06g40720	EF hand family protein, putative, expressed	-0.605154751	0.015329024	Os06g0609600
LOC_Os06g40784	expressed protein	3.957901153	2.35e-5	Os06g0610400
LOC_Os06g40870	expressed protein	-1.617655646	9.64e-5	Os06g0611300
LOC_Os06g41010	zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed	-0.885239918	1.3e-18	Os06g0612800
LOC_Os06g41060	helix-loop-helix DNA-binding, putative, expressed	2.051048844	1.46e-10	Os06g0613500
LOC_Os06g41070	cytochrome P450, putative, expressed	5.875575191	4.46e-32	Os06g0613600
LOC_Os06g41360	phosphoribosyl transferase, putative, expressed	0.694123132	0.002083888	Os06g0617800
LOC_Os06g41480	vrga1, putative, expressed	-0.689331412	1.64905e-4	Os06g0619000
LOC_Os06g41560	receptor-like protein kinase, putative, expressed	1.883243981	2.61e-12	Os06g0620200
LOC_Os06g41600	expressed protein	0.931516577	2.61e-5	Os06g0620700
LOC_Os06g41770	bZIP transcription factor domain containing protein, expressed	0.971525833	2.95e-5	Os06g0622700
LOC_Os06g41930	zinc-binding protein, putative, expressed	-0.740640697	0.003919214	Os06g0624900
LOC_Os06g41960	lysM-domain containing receptor-like kinase, putative, expressed	1.702097171	0.01544785	Os06g0625200
LOC_Os06g42060	expressed protein	-0.686781716	8.09033e-4	Os06g0626200
LOC_Os06g42205	expressed protein	-1.309788459	0.00350568	Os06g0627400
LOC_Os06g42620	expressed protein	-1.210833494	1.71486e-4	Os06g0632400
LOC_Os06g42630	B3 DNA binding domain containing protein, expressed	-1.081699212	0.041423052	Os06g0632500
LOC_Os06g42680	phytosulfokines 1 precursor, putative, expressed	-1.266098778	0.034029434	Os06g0633300
LOC_Os06g43080	expressed protein	3.487465831	1.54e-12	Os06g0637400
LOC_Os06g43090	MYB transcription factor TaMYB1, putative, expressed	0.883300665	3.78e-6	Os06g0637500
LOC_Os06g43384	cytochrome P450, putative, expressed	2.073678911	8.88e-11	Os06g0641200
LOC_Os06g43430	cytochrome P450, putative, expressed	-0.646443754	0.006406833	Os06g0641800
LOC_Os06g43440	cytochrome P450, putative, expressed	1.126884781	0.025741206	NA
LOC_Os06g43470	cytochrome P450 71A9, putative, expressed	1.903086968	5.77e-9	Os06g0642000
LOC_Os06g43510	cytochrome P450 71D6, putative, expressed	4.443662558	1.07e-23	Os06g0642500
LOC_Os06g43520	cytochrome P450 71D7, putative, expressed	1.164954893	0.039111991	Os06g0642600
LOC_Os06g43520	cytochrome P450 71D7, putative, expressed	1.164954893	0.039111991	Os06g0642650
LOC_Os06g43620	haemolysin-III, putative, expressed	-0.631931568	0.004779295	Os06g0643700
LOC_Os06g43780	expressed protein	2.003118099	6.58e-11	Os06g0645600
LOC_Os06g43810	expressed protein	1.39946249	1.24e-13	Os06g0646100
LOC_Os06g43840	protein kinase domain containing protein, expressed	0.744150208	0.003645988	Os06g0646400
LOC_Os06g43870	expressed protein	0.670524085	2.52707e-4	Os06g0646700
LOC_Os06g44010	WRKY28, expressed	3.118593185	2.26e-63	Os06g0649000
LOC_Os06g44040	DOMON domain containing protein, expressed	0.807032132	5.37e-5	Os06g0649700
LOC_Os06g44100	HLS, putative, expressed	2.060296135	0.003161145	Os06g0650300
LOC_Os06g44160	heat shock protein DnaJ, putative, expressed	2.526663756	1.2e-6	Os06g0650900
LOC_Os06g44170	NAD dependent epimerase/dehydratase family protein, putative, expressed	0.693513654	1.61752e-4	Os06g0651000
LOC_Os06g44180	NAD dependent epimerase/dehydratase family protein, putative, expressed	-0.628730338	0.003586811	Os06g0651100
LOC_Os06g44220	OsRCI2-9 - Putative low temperature and salt responsive protein, expressed	-0.908045776	1.34e-6	Os06g0651900
LOC_Os06g44380	ubiquitin carboxyl-terminal hydrolase family protein, expressed	0.609642861	0.005662653	Os06g0654000
LOC_Os06g44420	GDU1, putative, expressed	-1.256342559	0.021446086	Os06g0654400
LOC_Os06g44430	protein kinase, putative, expressed	7.72041496	5.13e-37	Os06g0654600
LOC_Os06g44540	HOTHEAD precursor, putative, expressed	-1.448313471	3.61e-5	Os06g0656000
LOC_Os06g44810	expressed protein	-1.780854654	7.16e-5	Os06g0658500
LOC_Os06g44970	auxin efflux carrier component, putative, expressed	-1.222368556	0.007428072	Os06g0660200
LOC_Os06g45110	DNA binding protein, putative, expressed	0.754466477	2.03725e-4	Os06g0661900
LOC_Os06g45130	expressed protein	-1.130695378	0.00691969	Os06g0662100
LOC_Os06g45140	bZIP transcription factor domain containing protein, expressed	1.37805115	2.2e-14	Os06g0662200
LOC_Os06g45240	inactive receptor kinase At2g26730 precursor, putative, expressed	7.079951861	5.28e-30	Os06g0663000
LOC_Os06g45280	protein kinase APK1B, chloroplast precursor, putative, expressed	1.93709594	2.33e-20	Os06g0663200
LOC_Os06g45300	serine/threonine-protein kinase HT1, putative, expressed	0.662242359	0.010554636	Os06g0663400
LOC_Os06g45350	protein kinase domain containing protein, expressed	-0.654385526	0.001344828	Os06g0663900
LOC_Os06g45630	expressed protein	1.395586799	0.009756907	Os06g0667000
LOC_Os06g45690	symbiosis-related disease resistance protein, putative, expressed	-0.935829266	2.6197e-4	Os06g0667900
LOC_Os06g45940	potassium transporter, putative, expressed	-0.841261966	1.76e-6	Os06g0671000
LOC_Os06g45970	OsSAUR26 - Auxin-responsive SAUR gene family member, expressed	2.883860578	0.028405195	Os06g0671600
LOC_Os06g46060	expressed protein	-0.807222604	1.92e-5	Os06g0672700
LOC_Os06g46140	expressed protein	2.683500013	5.84e-22	Os06g0673800
LOC_Os06g46284	glycosyl hydrolase, family 31, putative, expressed	0.694640453	0.004777267	Os06g0675700
LOC_Os06g46284	glycosyl hydrolase, family 31, putative, expressed	0.694640453	0.004777267	Os06g0675900
LOC_Os06g46340	glycosyl hydrolase, family 31, putative, expressed	2.475085873	3.82e-20	Os06g0676700
LOC_Os06g46350	PLA IIIA/PLP7, putative, expressed	1.700586944	0.001332363	Os06g0677000
LOC_Os06g46435	NADPH-dependent oxidoreductase, putative, expressed	2.101784626	0.021805124	NA
LOC_Os06g46740	early nodulin 20 precursor, putative, expressed	2.555814243	1.07e-6	Os06g0681200
LOC_Os06g46799	peroxidase precursor, putative, expressed	-0.668749642	0.001239059	Os06g0681600
LOC_Os06g46950	EF hand family protein, putative, expressed	2.772859748	3.97e-42	Os06g0683400
LOC_Os06g46980	expressed protein	2.449592381	4.87e-6	Os06g0683800
LOC_Os06g46995	armadillo/beta-catenin repeat family protein, putative, expressed	-1.514296378	0.004500096	Os06g0683950
LOC_Os06g47120	expressed protein	4.888024633	5.31e-37	Os06g0685200
LOC_Os06g47130	C2 domain containing protein, expressed	2.335086412	5.57e-46	Os06g0685300
LOC_Os06g47220	expressed protein	-0.744169492	3.09e-5	Os06g0686600
LOC_Os06g47294	methyltransferase, putative, expressed	0.592707472	0.002967925	Os06g0687450
LOC_Os06g47310	plant-specific domain TIGR01627 family protein, expressed	-1.40594226	0.012573019	Os06g0687600
LOC_Os06g47620	peptidase, putative, expressed	1.204910282	2.59128e-4	Os06g0691400
LOC_Os06g47640	OsCML29 - Calmodulin-related calcium sensor protein, expressed	-0.975768191	8.43e-8	Os06g0691600
LOC_Os06g47700	serine/threonine-protein kinase BRI1-like 2 precursor, putative, expressed	-0.898312291	2.00717e-4	Os06g0692100
LOC_Os06g47720	serine/threonine-protein kinase BRI1-like 2 precursor, putative, expressed	-1.075325143	0.007182815	Os06g0692300
LOC_Os06g47750	phytosulfokine receptor precursor, putative, expressed	-0.619191585	0.00175957	Os06g0692600
LOC_Os06g47830	RPA2C - Putative single-stranded DNA binding complex subunit 2, expressed	1.557460599	3.36e-6	Os06g0693300
LOC_Os06g47930	expressed protein	1.410515936	0.020370111	Os06g0694400
LOC_Os06g47940	nifU, putative, expressed	1.249053414	0.024428599	Os06g0694500
LOC_Os06g48000	peroxidase precursor, putative, expressed	-1.506331713	5.54e-6	Os06g0695200
LOC_Os06g48010	peroxidase precursor, putative, expressed	-1.584773715	0.004129937	Os06g0695300
LOC_Os06g48020	peroxidase precursor, putative, expressed	-2.149106838	7.97e-11	Os06g0695400
LOC_Os06g48040	zinc finger, C3HC4 type domain containing protein, expressed	1.088120024	1.19e-7	Os06g0695600
LOC_Os06g48160	glycosyl hydrolases family 16, putative, expressed	3.078011117	7.09e-53	Os06g0696400
LOC_Os06g48180	glycosyl hydrolases family 16, putative, expressed	-1.050456346	1.27e-6	Os06g0696600
LOC_Os06g48200	glycosyl hydrolases family 16, putative, expressed	1.179019535	4.6998e-4	Os06g0697000
LOC_Os06g48210	DEAD-box ATP-dependent RNA helicase, putative, expressed	-1.437492578	0.017121954000000002	Os06g0697200
LOC_Os06g48330	ATEXO70G1, putative, expressed	0.675981621	8.85452e-4	Os06g0698600
LOC_Os06g48500	expressed protein	-1.314850626	1.69e-12	Os06g0698748
LOC_Os06g48560	transferase family protein, putative, expressed	-1.68881236	0.031719625	Os06g0699100
LOC_Os06g48570	Ser/Thr protein phosphatase family protein, putative, expressed	1.333689109	1.35e-13	Os06g0699200
LOC_Os06g48570	Ser/Thr protein phosphatase family protein, putative, expressed	1.333689109	1.35e-13	Os06g0699301
LOC_Os06g48620	4-amino-4-deoxychorismate synthase, putative, expressed	-1.140593754	5.07e-11	Os06g0699700
LOC_Os06g48630	ANTH/ENTH domain containing protein, putative, expressed	1.945988397	2.53152e-4	Os06g0699800
LOC_Os06g48660	DEFL21 - Defensin and Defensin-like DEFL family, expressed	0.934769103	0.036366444	Os06g0700100
LOC_Os06g48810	OsHKT2;1 - Na+ transporter, expressed	-1.511647875	8.45e-5	Os06g0701700
LOC_Os06g48850	OsSAUR27 - Auxin-responsive SAUR gene family member, expressed	-2.863730476	2.8e-9	Os06g0701900
LOC_Os06g48960	AIG2-like family domain containing protein, expressed	1.044736976	3.56e-9	Os06g0702700
LOC_Os06g49040	Myb-like DNA-binding domain containing protein, putative, expressed	-1.591869383	5.15e-13	Os06g0703900
LOC_Os06g49220	peptide transporter, putative, expressed	-1.119537085	7.77e-11	Os06g0705700
LOC_Os06g49250	peptide transporter PTR2, putative, expressed	-0.895051811	2.52578e-4	Os06g0706400
LOC_Os06g49250	peptide transporter PTR2, putative, expressed	-0.895051811	2.52578e-4	Os06g0706500
LOC_Os06g49260	OsWAK65 - OsWAK receptor-like protein kinase, expressed	1.346659703	0.001810644	Os06g0706600
LOC_Os06g49290	acanthoscurrin-1 precursor, putative, expressed	-5.525863655	0.012983716	Os06g0706700
LOC_Os06g49390	NBS-LRR disease resistance protein, putative, expressed	-1.183374445	0.024865001	Os06g0707733
LOC_Os06g49430	CGMC_MAPKCMGC_2.11 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed	1.471402489	1.37e-10	Os06g0708000
LOC_Os06g49505	arogenate dehydrogenase 1, chloroplast precursor, putative, expressed	-1.073326653	8.85e-11	Os06g0708832
LOC_Os06g49640	uncharacterized UPF0114 domain containing protein, expressed	1.37825839	2.52e-14	Os06g0710300
LOC_Os06g49660	transferase family protein, putative, expressed	-0.902247354	0.011269649	Os06g0710700
LOC_Os06g49690	expressed protein	2.613218701	3.22e-15	Os06g0711000
LOC_Os06g49700	expressed protein	0.870176305	2.62e-5	Os06g0711100
LOC_Os06g49710	expressed protein	1.327933746	0.019603903	Os06g0711200
LOC_Os06g49790	acyltransferase, putative, expressed	0.638824249	0.00811953	Os06g0712300
LOC_Os06g49840	OsMADS16 - MADS-box family gene with MIKCc type-box, expressed	-1.053092188	4.56e-6	Os06g0712700
LOC_Os06g49880	B-box zinc finger family protein, putative, expressed	-0.846763829	1.04e-6	Os06g0713000
LOC_Os06g49890	coiled-coil domain-containing protein 90A, mitochondrial precursor, putative, expressed	1.345419658	5.64e-14	Os06g0713100
LOC_Os06g49920	expressed protein	-0.680601035	1.4683e-4	Os06g0713300
LOC_Os06g50060	ras-related protein, putative, expressed	-1.242469857	1.1e-8	Os06g0714600
LOC_Os06g50080	DUF581 domain containing protein, expressed	-1.960010646	2.38e-27	Os06g0714800
LOC_Os06g50140	endoglucanase, putative, expressed	-0.895316958	0.038946598	Os06g0715300
LOC_Os06g50330	senescence-associated protein, putative, expressed	1.327930167	2.39e-12	Os06g0717100
LOC_Os06g50340	receptor protein kinase CLAVATA1 precursor, putative, expressed	-0.589246174	0.003023214	Os06g0717200
LOC_Os06g50390	eukaryotic aspartyl protease domain containing protein, expressed	1.355853822	1.15e-14	Os06g0717900
LOC_Os06g50420	plastocyanin-like domain containing protein, putative, expressed	2.1618601	2.4e-8	Os06g0718400
LOC_Os06g50480	bZIP transcription factor domain containing protein, expressed	-1.346130221	0.003729655	Os06g0719500
LOC_Os06g50600	bZIP transcription factor domain containing protein, expressed	-0.74250933	6.79726e-4	Os06g0720900
LOC_Os06g50650	plastocyanin-like domain containing protein, putative, expressed	1.640598108	0.002831587	Os06g0721800
LOC_Os06g50679	expressed protein	-0.590999899	0.01736067	Os06g0722300
LOC_Os06g50724	START domain containing protein, expressed	1.336299237	0.001565463	NA
LOC_Os06g50830	bZIP transcription factor domain containing protein, expressed	-0.677381781	0.00292315	Os06g0724000
LOC_Os06g50920	protein kinase family protein, putative, expressed	-0.763002126	0.00224408	Os06g0724900
LOC_Os06g50940	GDSL-like lipase/acylhydrolase, putative, expressed	2.088788373	3.47e-21	Os06g0725100
LOC_Os06g50950	GDSL-like lipase/acylhydrolase, putative, expressed	2.664545637	4.15e-7	Os06g0725200
LOC_Os06g51050	CHIT7 - Chitinase family protein precursor, expressed	1.165768915	0.024428599	Os06g0726100
LOC_Os06g51060	CHIT8 - Chitinase family protein precursor, expressed	0.681755841	2.47147e-4	Os06g0726200
LOC_Os06g51070	no apical meristem protein, putative, expressed	1.855396883	6.82e-8	Os06g0726300
LOC_Os06g51084	1,4-alpha-glucan-branching enzyme, chloroplast precursor, putative, expressed	-0.728377027	8.08e-8	Os06g0726400
LOC_Os06g51180	lysine ketoglutarate reductase trans-splicing related 1, putative, expressed	-1.248064518	2.7447e-4	Os06g0727600
LOC_Os06g51190	lysine ketoglutarate reductase trans-splicing related 1, putative, expressed	-1.620125488	0.001686877	Os06g0727700
LOC_Os06g51200	lysine ketoglutarate reductase trans-splicing related 1, putative, expressed	-1.633825741	1.84e-6	Os06g0727800
LOC_Os06g51210	zinc finger family protein, putative, expressed	4.989675964	1.87e-47	Os06g0727900
LOC_Os06g51260	MYB family transcription factor, putative, expressed	-1.350005642	1.44e-13	Os06g0728700
LOC_Os06g51290	phytoene synthase, chloroplast precursor, putative, expressed	-0.969435266	6.8116e-4	Os06g0729000
LOC_Os06g51330	expressed protein	-0.630660178	0.003604146	Os06g0729500
LOC_Os06g51350	IPP transferase, putative, expressed	1.192996939	0.032527901	Os06g0729800
LOC_Os06g51360	lysM domain containing protein, putative, expressed	1.814389981	2.83e-23	Os06g0729900
LOC_Os06g51370	OsSCP38 - Putative Serine Carboxypeptidase homologue, expressed	3.88917063	0.009133986	Os06g0730000
LOC_Os07g01100	legume lectins beta domain containing protein, putative, expressed	-0.967110758	0.018860398	Os07g0100900
LOC_Os07g01130	pentatricopeptide containing protein, putative, expressed	-0.761259224	0.00158877	Os07g0101200
LOC_Os07g01130	pentatricopeptide containing protein, putative, expressed	-0.761259224	0.00158877	Os07g0101300
LOC_Os07g01420	peroxidase precursor, putative, expressed	-2.12209682	1.94e-5	NA
LOC_Os07g01680	dirigent, putative, expressed	3.184496983	2.17e-18	NA
LOC_Os07g01750	MATE efflux family protein, putative, expressed	0.801916462	3.22e-6	Os07g0108200
LOC_Os07g01860	expressed protein	-0.686964039	0.038987142	Os07g0109400
