RAP	MSU	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name	ATG
Os01g0498300	LOC_Os01g31370	NA	Glycosyltransferase AER61, uncharacterized domain containing protein	protein_coding	LOC4324540	4324540	Glycosyltransferase AER61, uncharacterized domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4324540	GO:0016757, GO:0016021, GO:0016740, GO:0000139, GO:0005794, GO:0016020, GO:0016763, GO:0006119, GO:0008152	glycosyltransferase activity, integral component of membrane, transferase activity, Golgi membrane, Golgi apparatus, membrane, pentosyltransferase activity, oxidative phosphorylation, metabolic process	AT2G41640
Os07g0657400	LOC_Os07g46380	NA	Glycosyltransferase AER61, uncharacterized domain containing protein	protein_coding	LOC4344156	4344156	Glycosyltransferase AER61, uncharacterized domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4344156	GO:0016757, GO:0016021, GO:0016740, GO:0000139, GO:0005794, GO:0016020, GO:0006099, GO:0016763, GO:0008152	glycosyltransferase activity, integral component of membrane, transferase activity, Golgi membrane, Golgi apparatus, membrane, tricarboxylic acid cycle, pentosyltransferase activity, metabolic process	AT2G41640
Os07g0569700	LOC_Os07g38240	SAP16	Zinc finger AN1 and C2H2 domain-containing stress-associated protein, Stress response, Regulation of the expression of stress-associated gene	protein_coding	LOC4343653	4343653	Zinc finger AN1 and C2H2 domain-containing stress-associated protein, Stress response, Regulation of the expression of stress-associated genes	SAP16, OsSAP16	STRESS ASSOCIATED PROTEIN GENE 16, C2H2 transcription factor, stress associated protein 16	SAP16	STRESS ASSOCIATED PROTEIN GENE 16	OsSAP16	C2H2 transcription factor, stress associated protein 16, stress-associated protein 16	STRESS ASSOCIATED PROTEIN 16	NA	NA	zinc finger AN1 and C2H2 domain-containing stress-associated protein 16-like	GO:0003676, GO:0008270, GO:0005737, GO:0046872, GO:0006950, GO:0009409, GO:0009414, GO:0009611, GO:0009651, GO:0009751, GO:0009845, GO:0010109, GO:0010118	nucleic acid binding, zinc ion binding, cytoplasm, metal ion binding, response to stress, response to cold, response to water deprivation, response to wounding, response to salt stress, response to salicylic acid, seed germination, regulation of photosynthesis, stomatal movement	AT2G41835
Os02g0249300	LOC_Os02g15120	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4328879	4328879	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsRING42	RING-type E3 ubiquitin ligase 42	NA	NA	NA	E3 ubiquitin-protein ligase EL5-like	GO:0016021, GO:0016020, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, membrane, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding	AT2G42360
Os05g0164200	LOC_Os05g07140	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC9269942	9269942	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsRING332	RING-type E3 ubiquitin ligase 332	NA	NA	NA	E3 ubiquitin-protein ligase ATL41	GO:0016021, GO:0016567, GO:0016020, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, protein ubiquitination, membrane, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding	AT2G42360
Os07g0198300	LOC_Os07g09970	OsLTPG19	Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein	protein_coding	LOC4342656	4342656	Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein.	NA	NA	NA	NA	OsLTPG19, OsLTPg19	GPI-anchored non-specific lipid transfer protein 19, type G nsLTP 19, type G non-specific lipid transfer protein 19	NA	NA	NA	protein YLS3	GO:0016021, GO:0016020, GO:0006869	integral component of membrane, membrane, lipid transport	AT2G44290
Os03g0804200	LOC_Os03g58940	OsLTPG10	Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein	protein_coding	LOC4334484	4334484	Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein.	NA	NA	NA	NA	OsLTPG10, OsLTPg10, LTPL83	GPI-anchored non-specific lipid transfer protein 10, type G nsLTP 10, type G non-specific lipid transfer protein 10	NA	NA	NA	protein YLS3	GO:0008233, GO:0008289, GO:0006869, GO:0006508	peptidase activity, lipid binding, lipid transport, proteolysis	AT2G44290
Os05g0526600	LOC_Os05g45060	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4339384	4339384	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsRING97	RING-type E3 ubiquitin ligase 97	NA	NA	NA	RING-H2 finger protein ATL67	GO:0016021, GO:0016740, GO:0016020, GO:0016567, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, transferase activity, membrane, protein ubiquitination, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding	AT2G46160
Os01g0736600	LOC_Os01g53500	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4327872	4327872	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsRING96	RING-type E3 ubiquitin ligase 96	NA	NA	NA	RING-H2 finger protein ATL67	GO:0016021, GO:0016740, GO:0016020, GO:0016567, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, transferase activity, membrane, protein ubiquitination, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding	AT2G46160
Os08g0386200	LOC_Os08g29660	OsWRKY69	WRKY transcription factor 69	protein_coding	LOC4345456	4345456	WRKY transcription factor 69.	NA	NA	WRKY69	WRKY GENE 69	OsWRKY69	Rice WRKY gene69	TRANSCRIPTION FACTOR WRKY69	NA	NA	probable WRKY transcription factor 54	GO:0043565, GO:0044212, GO:0005634, GO:0003700, GO:0003677, GO:0006355, GO:0000976, GO:0050896, GO:0006952, GO:0007568, GO:0009409, GO:0010150, GO:0042742, GO:0050832	NA	AT2G46400
Os09g0334500	LOC_Os09g16510	WRKY74	WRKY transcription factor, Tolerance to phosphate starvation, Regulator of Fe starvation and cold stres	protein_coding	LOC4346768	4346768	WRKY transcription factor, Tolerance to phosphate starvation, Regulator of Fe starvation and cold stress	WRKY74, OsWRKY74	WRKY GENE 74, Rice WRKY gene74	WRKY74	WRKY GENE 74	OsWRKY74	Rice WRKY gene74	TRANSCRIPTION FACTOR WRKY74	NA	NA	probable WRKY transcription factor 30	GO:0043565, GO:0044212, GO:0005634, GO:0003700, GO:0006355, GO:0006952, GO:0006995, GO:0009408, GO:0009409, GO:0010106, GO:0016036, GO:0042742	NA	AT2G46400
Os05g0571200	LOC_Os05g49620	OsWRKY19	Similar to WRKY transcription factor 19	protein_coding	LOC4339665	4339665	WRKY transcription factor, Regulation of defence response	OsWRKY19	NA	WRKY19	WRKY GENE 19	OsWRKY19	Rice WRKY gene19	TRANSCRIPTION FACTOR WRKY19	NA	NA	probable WRKY transcription factor 41	GO:0043565, GO:0044212, GO:0005634, GO:0003700, GO:0003677, GO:0006355, GO:0000976, GO:0006952, GO:0050896, GO:0009408, GO:0009409, GO:0009414, GO:0009651, GO:0009737, GO:0009790, GO:0042742, GO:0050832	NA	AT2G46400
Os01g0656400	LOC_Os01g46800	OsWRKY15	Similar to WRKY transcription factor 15	protein_coding	LOC4324183	4324183	Similar to WRKY transcription factor 15.	NA	NA	WRKY15	WRKY GENE 15	OsWRKY15	Rice WRKY gene15	TRANSCRIPTION FACTOR WRKY15	NA	NA	probable WRKY transcription factor 53	GO:0043565, GO:0044212, GO:0005634, GO:0003700, GO:0003677, GO:0006355, GO:0000976, GO:0050896, GO:0006952, GO:0009408, GO:0042742	NA	AT2G46400
Os11g0685700	LOC_Os11g45850	OsWRKY61	Similar to WRKY transcription factor 61	protein_coding	LOC107276072	107276072	Similar to WRKY transcription factor 61.	NA	NA	WRKY61	WRKY GENE 61	OsWRKY61, OsWRKY103, WRKY103	Rice WRKY gene61	TRANSCRIPTION FACTOR WRKY	NA	NA	probable WRKY transcription factor 53	GO:0043565, GO:0005634, GO:0003700, GO:0003677, GO:0006355, GO:0050896, GO:0006952, GO:0009409, GO:0009414	sequence-specific DNA binding, nucleus, DNA-binding transcription factor activity, DNA binding, regulation of DNA-templated transcription, response to stimulus, defense response, response to cold, response to water deprivation	AT2G46400
Os01g0354450	NA	NA	Similar to ATP binding protein	protein_coding	LOC9270556	NA	Similar to ATP binding protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	delta(14)-sterol reductase	NA	NA	AT2G46620
Os03g0114400	LOC_Os03g02330	NA	Similar to Avr9/Cf-9 rapidly elicited protein 102 (Fragment)	protein_coding	LOC4331386	4331386	Similar to Avr9/Cf-9 rapidly elicited protein 102 (Fragment).	NA	NA	NA	NA	NA	NA	NA	NA	NA	AAA-ATPase At2g46620	GO:0005524, GO:0016021, GO:0016020, GO:0016887, GO:0000166, GO:0017111	ATP binding, integral component of membrane, membrane, ATP hydrolysis activity, nucleotide binding, ribonucleoside triphosphate phosphatase activity	AT2G46620
Os10g0519300	LOC_Os10g37500	NA	Similar to ATP binding protein	protein_coding	LOC4349132	4349132	Similar to ATP binding protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	AAA-ATPase At2g46620	GO:0005524, GO:0016887, GO:0000166, GO:0017111	ATP binding, ATP hydrolysis activity, nucleotide binding, ribonucleoside triphosphate phosphatase activity	AT2G46620
Os01g0284900	LOC_Os01g18220	NA	Conserved hypothetical protein	protein_coding	LOC4327913	4327913	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4327913	NA	NA	AT2G46940
Os01g0323100	LOC_Os01g21970	OsPti1b	Similar to Pto kinase interactor 1	protein_coding	LOC4326993	4326993	Similar to Pto kinase interactor 1.	NA	NA	RLCK33	RECEPTOR-LIKE CYTOPLASMIC KINASE 33	OsPti1b, Pti1b, OsRLCK33	Pto-interacting protein 1b, Receptor-like Cytoplasmic Kinase 33	RECEPTOR-LIKE CYTOPLASMIC KINASE 33	NA	NA	pto-interacting protein 1	GO:0006468, GO:0005524, GO:0005886, GO:0004675, GO:0016740, GO:0000166, GO:0004672, GO:0004674, GO:0016301, GO:0016310, GO:0016772, GO:0010229, GO:0048316	protein phosphorylation, ATP binding, plasma membrane, transmembrane receptor protein serine/threonine kinase activity, transferase activity, nucleotide binding, protein kinase activity, protein serine/threonine kinase activity, kinase activity, phosphorylation, transferase activity, transferring phosphorus-containing groups, inflorescence development, seed development	AT2G47060
Os05g0135800	LOC_Os05g04520	RLCK178	Ser/Thr protein kinase, Negative regulator of innate immunit	protein_coding	LOC4337734	4337734	Ser/Thr protein kinase, Negative regulator of innate immunity	RLCK178, OsPti1a, OsRLCK178	RECEPTOR-LIKE CYTOPLASMIC KINASE 178, Pto-interacting protein 1a, Receptor-like Cytoplasmic Kinase 178	RLCK178	RECEPTOR-LIKE CYTOPLASMIC KINASE 178	OsPti1a, Pti1a, OsRLCK178	Pto-interacting protein 1a, Receptor-like Cytoplasmic Kinase 178	RECEPTOR-LIKE CYTOPLASMIC KINASE 178	NA	NA	pto-interacting protein 1	GO:0006468, GO:0005524, GO:0005886, GO:0004675, GO:0016740, GO:0000166, GO:0004672, GO:0004674, GO:0016301, GO:0016310, GO:0016772, GO:0002218, GO:0009611, GO:0009626, GO:0031348, GO:0042742, GO:0048316, GO:0050832	protein phosphorylation, ATP binding, plasma membrane, transmembrane receptor protein serine/threonine kinase activity, transferase activity, nucleotide binding, protein kinase activity, protein serine/threonine kinase activity, kinase activity, phosphorylation, transferase activity, transferring phosphorus-containing groups, activation of innate immune response, response to wounding, plant-type hypersensitive response, negative regulation of defense response, defense response to bacterium, seed development, defense response to fungus	AT2G47060
Os01g0933900	LOC_Os01g70770	OsGSTF4	Similar to Glutathione transferase III(B) (EC 2.5.1.18)	protein_coding	LOC4326828	4326828	Similar to Glutathione transferase III(B) (EC 2.5.1.18).	NA	NA	GSTF4	PHI GLUTATHIONE S-TRANSFERASE 4	OsGSTF4	NA	PHI GLUTATHIONE S-TRANSFERASE 4	NA	NA	glutathione S-transferase 3	GO:0006749, GO:0004364, GO:0043295, GO:0005737, GO:0016740, GO:0042221, GO:0005515	glutathione metabolic process, glutathione transferase activity, glutathione binding, cytoplasm, transferase activity, response to chemical, protein binding	AT2G47730
Os01g0356400	LOC_Os01g25386	OsABCC8	Similar to multidrug resistance protein ABC transporter family	protein_coding	LOC4326284	4326284	Similar to multidrug resistance protein ABC transporter family.	NA	NA	MRP8	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 8	OsABCC8, OsMRP8a, OsMRP8a, OsMRP8	ABC transporter superfamily ABCC subgroup member 8, multidrug resistance-associated protein 8	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 8	NA	NA	ABC transporter C family member 4	GO:0055085, GO:0042626, GO:0005774, GO:0005524, GO:0016021, GO:0016020, GO:0000325, GO:0000166, GO:0140359, GO:0006810, GO:0016887, GO:0017111, GO:0005886, GO:0006200, GO:0008517, GO:0009414, GO:0009611, GO:0009624, GO:0010118, GO:0015884	NA	AT2G47800
Os04g0209200	LOC_Os04g13210	OsABCC9	Similar to MRP-like ABC transporter	protein_coding	LOC4335176	4335176	C-type ABC transporter, Cadmium tolerance and accumulation	OsABCC9	NA	MRP9	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 9	OsABCC9, ABCC9, OsMRP9, OsABCC14, ABCC14	ABC transporter superfamily ABCC subgroup member 9, multidrug resistance-associated protein 9	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 9	NA	NA	ABC transporter C family member 14	GO:0055085, GO:0042626, GO:0005774, GO:0005524, GO:0016021, GO:0016020, GO:0000325, GO:0000166, GO:0140359, GO:0016887, GO:0005886, GO:0006200, GO:0008517, GO:0009414, GO:0009611, GO:0009624, GO:0010118, GO:0015884	NA	AT2G47800
Os10g0464000	LOC_Os10g32700	NA	Similar to Hypersensitive-induced response protein	protein_coding	LOC4348831	4348831	Similar to Hypersensitive-induced response protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypersensitive-induced reaction 1 protein	GO:0005886, GO:0016020	plasma membrane, membrane	AT3G01290
Os09g0468300	LOC_Os09g29310	NA	Hypothetical conserved gene	protein_coding	LOC9269620	9269620	Hypothetical conserved gene.	NA	NA	NA	NA	OsATL101, OsRING304, RING304	Arabidopsis Toxicos en Levadura 101, RING-type E3 ubiquitin ligase 304	ARABIDOPSIS TOXICOS EN LEVADURA 101	NA	NA	E3 ubiquitin-protein ligase ATL6	GO:0006511, GO:0061630, GO:0016021, GO:0016020, GO:0016567, GO:0005768, GO:0006623, GO:0005802, GO:0006896, GO:0017119, GO:0044238, GO:0043170, GO:0005515, GO:0008270, GO:0044260	ubiquitin-dependent protein catabolic process, ubiquitin protein ligase activity, integral component of membrane, membrane, protein ubiquitination, endosome, protein targeting to vacuole, trans-Golgi network, Golgi to vacuole transport, Golgi transport complex, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding, cellular macromolecule metabolic process	AT3G05200
Os08g0484200	LOC_Os08g37760	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4345870	4345870	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsRING295	RING-type E3 ubiquitin ligase 295	NA	NA	NA	E3 ubiquitin-protein ligase ATL6	GO:0016021, GO:0016020, GO:0044238, GO:0043170, GO:0005515, GO:0008270	integral component of membrane, membrane, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding	AT3G05200
Os01g0162300	LOC_Os01g06876	NA	Leucine-rich repeat, plant specific containing protein	protein_coding	LOC107277838	NA	Leucine-rich repeat, plant specific containing protein.	NA	NA	NA	NA	NA	leucine-rich repeat (LRR)-containing protein	NA	NA	NA	receptor-like protein 7	GO:0016021, GO:0016020, GO:0005886, GO:0005515, GO:0009409	integral component of membrane, membrane, plasma membrane, protein binding, response to cold	AT3G05660
Os03g0343800	LOC_Os03g22360	NA	Conserved hypothetical protein	protein_coding	LOC4332804	4332804	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4332804	GO:0016021, GO:0016020	integral component of membrane, membrane	AT3G06890
Os02g0814000	LOC_Os02g56900	NA	Protein of unknown function DUF862, eukaryotic domain containing protein	protein_coding	LOC4331115	4331115	Protein of unknown function DUF862, eukaryotic domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	desumoylating isopeptidase 1	GO:0008233, GO:0070646	peptidase activity, protein modification by small protein removal	AT3G07090
Os10g0472400	LOC_Os10g33350	NA	Similar to Thioredoxin	protein_coding	LOC4348873	4348873	Similar to Thioredoxin.	NA	NA	NA	NA	NA	NA	NA	NA	NA	desumoylating isopeptidase 1	GO:0008233, GO:0070646	peptidase activity, protein modification by small protein removal	AT3G07090
Os08g0524400	LOC_Os08g41290	NA	Protein of unknown function DUF568, DOMON-like domain containing protein	protein_coding	LOC4346085	4346085	Protein of unknown function DUF568, DOMON-like domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	auxin-induced in root cultures protein 12	GO:0016021, GO:0016020	integral component of membrane, membrane	AT3G07390
Os09g0501100	None	NA	Protein of unknown function DUF568 domain containing protein	protein_coding	LOC107276412	107276412	Protein of unknown function DUF568 domain containing protein.	NA	NA	NA	NA	NA	Ribosomal protein L32	NA	NA	NA	auxin-induced in root cultures protein 12	GO:0003735, GO:0005840, GO:0006412	structural constituent of ribosome, ribosome, translation	AT3G07390
